record_id,source_code,direction,headword_raw,headword_ocr_raw,headword_search,definition_raw,translation_es_editorial,editorial_note,article_ocr_raw,printed_page,pdf_page,source_ocr_line_start,source_ocr_line_end,delimiter,extraction_score,segmentation_confidence,curated_anchor,extraction_method,status,validation,facsimile_column,headword_diplomatic,article_diplomatic,diplomatic_status,diplomatic_batch,diplomatic_note,human_verified,diplomatic_review_method
RHD-S1809-00843,STEFFEL-1809,DE-RAR,Jungen davon traͤgt,Jungen davon traͤgt,jungen davon tragt,oder die Eyer ſtielt.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Jungen davon traͤgt, oder 
die Eyer ſtielt.",328,38,4465,4467,",",11,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00844,STEFFEL-1809,DE-RAR,Kummer,Kummer,kummer,"Tefliguäla,",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Kummer, Tefliguäla,",328,38,4468,4469,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00845,STEFFEL-1809,DE-RAR,Kupfer,Kupfer,kupfer,ſ. Metall. 5,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Kupfer, ſ. Metall. 5",328,38,4470,4471,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00846,STEFFEL-1809,DE-RAR,Kuͤrbis,Kuͤrbis,kurbis,"Halesi, ſ. Becher.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Kuͤrbis, Halesi, ſ. Becher.",328,38,4472,4473,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00847,STEFFEL-1809,DE-RAR,Kurz,Kurz,kurz,Khüta. Cutsi.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Kurz, Khüta. Cutsi.",328,38,4474,4475,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00848,STEFFEL-1809,DE-RAR,Kuͤſſen,Kuͤſſen,kussen,"Nothepa. ſchreyet aber geſchwinder, als der Kukuck. enn er ſich im Fruͤhling hoͤren läßt, ſo iſts ein Zeichen, daß die",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Kuͤſſen, Nothepa. 


ſchreyet aber geſchwinder, 


als der Kukuck. enn er 
ſich im Fruͤhling hoͤren läßt, 
ſo iſts ein Zeichen, daß die",328,38,4476,4484,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00849,STEFFEL-1809,DE-RAR,Reiffe aufhoͤren,Reiffe aufhoͤren,reiffe aufhoren,"Wird er durch den Tag nicht irre gemacht oder verſcheucht, ſo läßt er ſich gegen den Abend hoͤren. An der Groͤße gleicht er einer Droſſel. Dieſer Vogel iſt ein unverſoͤhnli⸗ cher Feind der Raben. Wo ſich einer in der Luft zeigt, ruft er alle ſeine Nachbarn mit laͤrmendem Geſchrey zu⸗ ſammen, die alſo gleich her⸗ bey eilen, ſich heben und ſtuͤrmend auf den Raben losgehen, und ihn ſo lange ftoßen und beiſſen, bis er jammernd zu Boden fallt. Dieſer Angriff wird ſo oft wiederholet, als ſich der Ra⸗ be aufſchwingen will, ſo daß der beklemmte Rabe ſich nicht zu helfen weiß, und — „ NNN 8 .",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Reiffe aufhoͤren. Wird er 
durch den Tag nicht irre 
gemacht oder verſcheucht, ſo 
läßt er ſich gegen den Abend 
hoͤren. An der Groͤße gleicht 
er einer Droſſel. Dieſer 
Vogel iſt ein unverſoͤhnli⸗ 
cher Feind der Raben. Wo 
ſich einer in der Luft zeigt, 
ruft er alle ſeine Nachbarn 
mit laͤrmendem Geſchrey zu⸗ 
ſammen, die alſo gleich her⸗ 
bey eilen, ſich heben und 
ſtuͤrmend auf den Raben 
losgehen, und ihn ſo lange 
ftoßen und beiſſen, bis er 
jammernd zu Boden fallt. 
Dieſer Angriff wird ſo oft 
wiederholet, als ſich der Ra⸗ 
be aufſchwingen will, ſo daß 
der beklemmte Rabe ſich 
nicht zu helfen weiß, und 


— „ NNN 8 


.",328,38,4485,4514,.,15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00850,STEFFEL-1809,DE-RAR,Lachen,Lachen,lachen,Atlehi. alt,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lachen, Atlehi. alt",329,39,4515,4515,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00851,STEFFEL-1809,DE-RAR,Lachen,Lachen,lachen,"das, Atlehilelila.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lachen, das, Atlehilelila.",329,39,4516,4516,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00852,STEFFEL-1809,DE-RAR,Lahm,Lahm,lahm,Mapu tä cena.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lahm, Mapu tä cena.",329,39,4517,4517,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00853,STEFFEL-1809,DE-RAR,Lamm,Lamm,lamm,"Pouguäca.. Das Ge⸗ ſchlecht wird durch die Woͤr⸗ ter Hoguila und MukHa un⸗ terſchieden. Das erſtere be⸗ deutet das Maͤnnliche, das zweyte das weibliche Ge ſchlecht. |",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lamm, Pouguäca.. Das Ge⸗ 
ſchlecht wird durch die Woͤr⸗ 
ter Hoguila und MukHa un⸗ 
terſchieden. Das erſtere be⸗ 
deutet das Maͤnnliche, das 
zweyte das weibliche Ge 
ſchlecht. |",329,39,4518,4524,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00854,STEFFEL-1809,DE-RAR,Lampe,Lampe,lampe,Racheliki--,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lampe, Racheliki--",329,39,4525,4525,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00855,STEFFEL-1809,DE-RAR,Lang,Lang,lang,Beywort. Gucd.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lang, Beywort. Gucd.",329,39,4526,4526,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00856,STEFFEL-1809,DE-RAR,Lang,Lang,lang,Nebenwort der Zeit.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lang, Nebenwort der Zeit.",329,39,4527,4527,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00857,STEFFEL-1809,DE-RAR,Cole,Cole,cole,"colek, coleke. Naja,",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Cole, colek, coleke. Naja,",329,39,4528,4528,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00858,STEFFEL-1809,DE-RAR,Kia,Kia,kia,"kiäca Gehr” lang, laͤngſt, najaſi. ;",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Kia, kiäca  Gehr” lang, 
laͤngſt, najaſi. ;",329,39,4529,4530,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00859,STEFFEL-1809,DE-RAR,Langſam,Langſam,langsam,Keliki. N |,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Langſam, Keliki. N |",329,39,4531,4531,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00860,STEFFEL-1809,DE-RAR,Laſſen,Laſſen,lassen,"ſeyn laſſen, Reguẽ, are- e ö gu a",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Laſſen, ſeyn laſſen, Reguẽ, are- 
e ö 


gu a",329,39,4532,4536,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00861,STEFFEL-1809,DE-RAR,Laſter,Laſter,laster,"ITlſani, tleti, iſainijoliki.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Laſter, ITlſani, tleti, iſainijoliki.",329,39,4537,4537,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00862,STEFFEL-1809,DE-RAR,Laſterhaft,Laſterhaft,lasterhaft,Tleti. Tſetijolaja- me ke ;,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Laſterhaft, Tleti. Tſetijolaja- 

me ke ;",329,39,4538,4542,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00863,STEFFEL-1809,DE-RAR,Latte,Latte,latte,"Khutegäen,",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Latte, Khutegäen,",329,39,4543,4545,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00864,STEFFEL-1809,DE-RAR,Lau,Lau,lau,"a eben, Had, | eben, das, Halaguala, 'ebendig, Haagameke. deblos. Muküameke. zebensmittel, Nutugala. ebe wohl, für das fagen fie: F eder, Guitſchik. zedig, eine Mannsperſon, tat- 10 upéameke. Eine Weibs⸗ perſon, Müki gugueke. deer, Hötuke. Wo nichts dar⸗ innen iſt, ſagen fie: teiteki, oder taiteke. 5 kehre, Mstſchirujelila. kehren, Matſchiruje. Gelehrt",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lau: 


a 


eben, Had, | 


eben, das, Halaguala, 
'ebendig, Haagameke. 
deblos. Muküameke. 
zebensmittel, Nutugala. 
ebe wohl, für das fagen fie: 
F 
eder, Guitſchik. 
zedig, eine Mannsperſon, tat- 
10 upéameke. Eine Weibs⸗ 
perſon, Müki gugueke. 
deer, Hötuke. Wo nichts dar⸗ 
innen iſt, ſagen fie: teiteki, 
oder taiteke. 5 
kehre, Mstſchirujelila. 
kehren, Matſchiruje. Gelehrt",329,39,4546,4569,:,15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00865,STEFFEL-1809,DE-RAR,Matichigameke,Matichigameke,matichigameke,e,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,Matichigameke. e,329,39,4570,4570,.,15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00866,STEFFEL-1809,DE-RAR,Pehrling,Pehrling,pehrling,"Matlchirujegameke. geh, Sepala.. tar u 2 a. keibig, Gueld.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Pehrling, Matlchirujegameke. 
geh, Sepala.. tar u 2 a. 
keibig, Gueld.",329,39,4571,4573,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00867,STEFFEL-1809,DE-RAR,Lehm,Lehm,lehm,"Gutke, So wird von den Tarahumaren das mit duͤrrem Graſe vermiſchte, und gut getretene Koth zum aͤgyptiſchen Ziegelmachen genannt. 0",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lehm, Gutke, So wird von 
den Tarahumaren das mit 
duͤrrem Graſe vermiſchte, 
und gut getretene Koth zum 
aͤgyptiſchen Ziegelmachen 
genannt. 0",329,39,4574,4579,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00868,STEFFEL-1809,DE-RAR,Leinwand,Leinwand,leinwand,Tichini. ſ. Gewebe.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Leinwand, Tichini. ſ. Gewebe.",329,39,4580,4580,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00869,STEFFEL-1809,DE-RAR,Leopard,Leopard,leopard,"Maguali, Dieſes wilde Raubthier iſt an Groͤ⸗ ße, Geſtalt und Haaren ei⸗ ner engliſchen Dogge faſt aͤnlich, hat aber einen geſpiz⸗ ten Rachen, dabey aber ſo hurtig und gelenkig, wie ei⸗ ne Katze, daher es auch ſehr ſchnell Baͤume erklettern kann. Seine Beute erlau⸗ ert er auf zwiefache Art. Er legt ſich entweder in das",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Leopard, Maguali, Dieſes 
wilde Raubthier iſt an Groͤ⸗ 
ße, Geſtalt und Haaren ei⸗ 
ner engliſchen Dogge faſt 
aͤnlich, hat aber einen geſpiz⸗ 
ten Rachen, dabey aber ſo 
hurtig und gelenkig, wie ei⸗ 
ne Katze, daher es auch ſehr 
ſchnell Baͤume erklettern 
kann. Seine Beute erlau⸗ 
ert er auf zwiefache Art. Er 
legt ſich entweder in das",329,39,4581,4592,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00870,STEFFEL-1809,DE-RAR,Gras,Gras,gras,"wo Pferde u. Maul⸗ Thier nur mit Ausſchlagen wehrt: noch ehender rettet es ſich, wenn es ſchnell fort laͤuft, da denn der Leopard zuweilen abſpringt — Oder er legt ſich auf einen Aſt mei⸗ ſtens an den Scheidewegen, wo das Vieh, beſonders Hir⸗ ſche und Rehe oͤfters kreu⸗ zen, denen er denn eilends auf den Ruͤcken ſpringt. Hat er ein Thier getoͤdtet, fängt er ſeinen Fraß beym Halſe an, und das thut er gleich, zumal wenn er ſehr hungrig 8 iſt, was ſich aber wol ſelten ereignen mag, weil dort ge⸗ nug Wild iſt, was zugleich auch Urſache iſt, daß in jenen",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Gras, wo Pferde u. Maul⸗ 


Thier nur mit Ausſchlagen 
wehrt: noch ehender rettet 
es ſich, wenn es ſchnell fort 
laͤuft, da denn der Leopard 
zuweilen abſpringt — Oder 
er legt ſich auf einen Aſt mei⸗ 
ſtens an den Scheidewegen, 
wo das Vieh, beſonders Hir⸗ 
ſche und Rehe oͤfters kreu⸗ 
zen, denen er denn eilends 
auf den Ruͤcken ſpringt. Hat 
er ein Thier getoͤdtet, fängt 
er ſeinen Fraß beym Halſe 
an, und das thut er gleich, 
zumal wenn er ſehr hungrig 
8 iſt, was ſich aber wol ſelten 
ereignen mag, weil dort ge⸗ 
nug Wild iſt, was zugleich 
auch Urſache iſt, daß in jenen",329,39,4593,4614,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00871,STEFFEL-1809,DE-RAR,Gegenden die Woͤlfe,Gegenden die Woͤlfe,gegenden die wolfe,"Tiger, Baͤren den Menſchen nicht nachſtellen. Gewöhnlich ver⸗ ſcharrt er ſeine Beute in das abgefallene Laub, ſetzt ſich nicht weit davon auf einen",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Gegenden die Woͤlfe, Tiger, 
Baͤren den Menſchen nicht 
nachſtellen. Gewöhnlich ver⸗ 
ſcharrt er ſeine Beute in das 
abgefallene Laub, ſetzt ſich 
nicht weit davon auf einen",330,40,4615,4620,",",11,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00872,STEFFEL-1809,DE-RAR,Baum und halt Wache,Baum und halt Wache,baum und halt wache,,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,Baum und halt Wache.,330,40,4621,4621,.,12,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00873,STEFFEL-1809,DE-RAR,Koͤmmt ein anderes Raub,Koͤmmt ein anderes Raub,kommt ein anderes raub,"thier dazu, ſo eilt er hinab, u. vertheidigt ſeinen Fang; wird er aber uͤberwuͤnden, fo verläßt er ihn gaͤnzlich; wie er denn auch nimmer⸗ mehr etwas davon heruͤhrt, ſobald ein ander Thier dar ven gefreſſen hat. So groß und ſtark der veopard iſt, ſo ‚ fonr Rn ER NT en 3 330 ſonderbar iſt ſeine Furcht, wenn er auch nur den klein⸗ ſten Hund bellen hoͤrt. Er fluͤchtet ſich demnach ſogleich auf die Baͤume, und ſtirbt ehender vor Hunger, als daß er es wage herunter zu kommen: er kann dahero ganz leicht u ohne Gefahr geſchoſſen werden. Man hat auch gut abgerichtete",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Koͤmmt ein anderes Raub: 
thier dazu, ſo eilt er hinab, 
u. vertheidigt ſeinen Fang; 
wird er aber uͤberwuͤnden, 
fo verläßt er ihn gaͤnzlich; 
wie er denn auch nimmer⸗ 
mehr etwas davon heruͤhrt, 
ſobald ein ander Thier dar 
ven gefreſſen hat. So groß 
und ſtark der veopard iſt, ſo 
‚ fonr 


Rn ER NT en 


3 


330 


ſonderbar iſt ſeine Furcht, 
wenn er auch nur den klein⸗ 
ſten Hund bellen hoͤrt. Er 
fluͤchtet ſich demnach ſogleich 
auf die Baͤume, und ſtirbt 
ehender vor Hunger, als 
daß er es wage herunter zu 
kommen: er kann dahero 
ganz leicht u ohne Gefahr 
geſchoſſen werden. Man 
hat auch gut abgerichtete",330,40,4622,4654,:,10,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00874,STEFFEL-1809,DE-RAR,Hunde,Hunde,hunde,"welche, wenn er ir⸗ gendwo Schaden angerich⸗ tet hat, ihm auf der Spuhr nachgehen, und mit Bellen das Zeichen geben, bis die nachkommenden Leute ihn erwiſchen und erlegen. Als ich einſtens mit meinen in⸗ dianiſchen Knaben reiſte, tra⸗ fen wir auf einen friſch er⸗ wuͤrgten, und mit Laube halb bedeckten Hirſch, den",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Hunde, welche, wenn er ir⸗ 
gendwo Schaden angerich⸗ 
tet hat, ihm auf der Spuhr 
nachgehen, und mit Bellen 
das Zeichen geben, bis die 
nachkommenden Leute ihn 
erwiſchen und erlegen. Als 
ich einſtens mit meinen in⸗ 
dianiſchen Knaben reiſte, tra⸗ 
fen wir auf einen friſch er⸗ 
wuͤrgten, und mit Laube 


halb bedeckten Hirſch, den",330,40,4655,4668,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00875,STEFFEL-1809,DE-RAR,Maͤdchen,Maͤdchen,madchen,wir ſodann mit nach Hauſe nahmen.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Maͤdchen, 


wir ſodann mit nach Hauſe 
nahmen.",330,40,4669,4673,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00876,STEFFEL-1809,DE-RAR,Lernen,Lernen,lernen,"Matſchiſimi. Das ſimi, welches einfach gehen heißt, wird als ein Huͤlfs⸗ wort andern Zeitwoͤrtern zugeſetzt, und bedeutet den Zuwachs oder das Abneh⸗ men einer Sache, als: va- kifimi, es trocknet ſchon.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lernen, Matſchiſimi. Das 


ſimi, welches einfach gehen 
heißt, wird als ein Huͤlfs⸗ 


wort andern Zeitwoͤrtern 


zugeſetzt, und bedeutet den 


Zuwachs oder das Abneh⸗ 


men einer Sache, als: va- 
kifimi, es trocknet ſchon.",330,40,4674,4693,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00877,STEFFEL-1809,DE-RAR,Suguifimf,Suguifimf,suguifimf,"es nimmt ſchon ab, oder es gehet zum Ende. So bedeutet auch das Mat: ſchiſimi eben fo viel, als in dem Wiſſen oder Verſtehen (maiichi) zunehmen, einen",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Suguifimf, es nimmt ſchon 


ab, oder es gehet zum Ende. 
So bedeutet auch das Mat: 


ſchiſimi eben fo viel, als in 


dem Wiſſen oder Verſtehen 
(maiichi) zunehmen, einen",330,40,4694,4706,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00878,STEFFEL-1809,DE-RAR,Fortgang machen,Fortgang machen,fortgang machen,,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar. “Fortgang machen” is an explanatory phrase within the article Lernen; not an independent headword. RHD-FR-002: visual_facsimile_collation_ai_assisted; scope=headword_and_entry_start_boundary; exact_page=330.,Fortgang machen.,330,40,4707,4707,.,17,high_machine,no,coverage-first OCR line segmentation v1,rejected_false_positive,rechazado_como_límite_lexicográfico_tras_cotejo_facsímil_ai_asistido,,,,,,,,
RHD-S1809-00879,STEFFEL-1809,DE-RAR,Leuchten,Leuchten,leuchten,Raché. Rachel£. das,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Leuchten, Raché. Rachel£. 
das",330,40,4708,4711,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00880,STEFFEL-1809,DE-RAR,Leuchtend,Leuchtend,leuchtend,repagameke.,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Leuchtend, repagameke.",331,41,4712,4713,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00881,STEFFEL-1809,DE-RAR,Leugnen,Leugnen,leugnen,"Ta ne pigué, heißt, ich bekenne es nicht.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Leugnen, Ta ne pigué, 
heißt, ich bekenne es nicht.",331,41,4714,4716,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00882,STEFFEL-1809,DE-RAR,Leute,Leute,leute,Teichoje. U Deutſch „Tarahumariſches,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Leute, Teichoje. 


U 


Deutſch „Tarahumariſches",331,41,4717,4725,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00883,STEFFEL-1809,DE-RAR,Licht,Licht,licht,"Rachsla. Racheliki. CS wird Licht, tajena. tajenaba.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Licht, Rachsla. Racheliki. CS 
wird Licht, tajena. tajenaba.",331,41,4726,4727,",",15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00884,STEFFEL-1809,DE-RAR,Lichtputze,Lichtputze,lichtputze,Natsila. 9,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lichtputze, Natsila. 9",331,41,4728,4728,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00885,STEFFEL-1809,DE-RAR,Lieben,Lieben,lieben,Gase. 5,,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Lieben, Gase. 5",331,41,4729,4729,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00886,STEFFEL-1809,DE-RAR,Liegen,Liegen,liegen,"Hier liegts, Ibe gatiki.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Liegen. Hier liegts, Ibe gatiki.",331,41,4730,4730,.,15,medium_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
RHD-S1809-00887,STEFFEL-1809,DE-RAR,Links,Links,links,"linker Hand, Hoguerana.",,Segmentación automática de alta cobertura; límite de artículo y lectura OCR pendientes de cotejo facsimilar.,"Links, linker Hand, Hoguerana.",331,41,4731,4731,",",13,low_machine,no,coverage-first OCR line segmentation v1,machine_segmented_unverified,pendiente_de_cotejo_facsímil_y_validación_lingüística,,,,,,,,
